Employment date (UNCLASS);Time begin (Z) (UNCLASS);Time end (Z) (UNCLASS);Position MGRS (UNCLASS);Position LAT (UNCLASS);Position LONG (UNCLASS);Mission (UNCLASS);Town (UNCLASS);Province (UNCLASS);Country (UNCLASS);Weather (UNCLASS);Terrain (UNCLASS);Possible CDE issue (UNDCLASS);Comment (UNCLASS)
26-dec-14;08:57;;38SLB 957 941;33,38111248;43,87866957;CAS;Approximately 4nm north east of the city of Al Fallujah;;Iraq;Clear weather;flat open terrain;ND;
27-dec-14;11:00;;37SGA 590 244;36,32984868;41,8854012;CAS;Approximately 1.2nm east of Sinjar village;Ninewa;Iraq;Solid undercast cloud deck;;ND;
28-dec-14;07:52;;38SKC 477 834;34,16106552;42,26314855;CAS;Haditah;Al Anbar ;Iraq;Clear weather;flat open terrain;ND;
28-dec-14;08:43;;38SKC 479 834;34,16111386;42,2653159;CAS;Haditah;Al Anbar ;Iraq;Clear weather;flat open terrain;ND;
29-dec-14;09:30;;38SLB 947 922;33,36388056;43,86814234;CAS;;Ambar ;Iraq;Clear weather;flat open terrain;ND;
29-dec-14;11:32;;38SLB 948 922;33,36389036;43,86921705;CAS;;Ambar ;Iraq;Clear weather;flat open terrain;ND;
29-dec-14;08:24;;38SLB 950 922;33,36390992;43,87136646;CAS;;Ambar ;Iraq;Clear weather;flat open terrain;ND;
29-dec-14;08:26;;38SLB 950 922;33,36390992;43,87136646;CAS;;Ambar ;Iraq;Clear weather;flat open terrain;ND;
29-dec-14;09:30;;38SLB 947 922;33,36388056;43,86814234;CAS;;Ambar ;Iraq;Clear weather;flat open terrain;ND;
31-dec-14;12:35;;38SLE 550 694;35,85809673;43,39410896;CAS;;Erbil ;Iraq;Clear weather;flat open terrain;ND;
31-dec-14;12:49;;38SLE 551 693;35,85721026;43,39523425;CAS;;Erbil ;Iraq;Clear weather;flat open terrain;ND;
1-jan-15;16:00;;38SLE 498 672;35,83748608;43,33695391;CAS;In the vicinity of Khabajah village;Ninewa;Iraq;Clear weather;Unpopulated area ;ND;
2-jan-15;15:19;;37SGA 583 233;36,32013217;41,87724727;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;build up area;ND;
2-jan-15;19:13;;38SLF 519 364;36,46143501;43,34715978;CAS;Bashiqah mountain. 10NM Northeast of Mosul;Ninawa ;Iraq;Clear weather;ridgeline;ND;
2-jan-15;15:19;;37SGA 583 233;36,32013217;41,87724727;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;build up area;ND;
2-jan-15;19:09;;38SLF 519 364;36,46143501;43,34715978;CAS;Bashiqah mountain. 10NM Northeast of Mosul;Ninawa ;Iraq;Clear weather;ridgeline;ND;
2-jan-15;19:09;;38SLF 523 361;36,45879329;43,35167946;CAS;Bashiqah mountain. 10NM Northeast of Mosul;Ninawa ;Iraq;Clear weather;ridgeline;ND;
4-jan-15;17:30;;37SFU 928 026;34,34680099;41,09614503;CAS;Approximately 15nm southeast of Al Qaim;Anbar ;Iraq;Overcast;Clear flat terrain;ND;
4-jan-15;16:50;;38SLE 545 700;35,86343014;43,38846389;CAS;Approximately 30nm southeast of Mosul;Ninewa ;Iraq;Overcast;Hilly terrain;ND;
8-jan-15;18:28;;38SKC 709 658;34,00783713;42,51922677;CAS;Approximately 0.5nm east of As Suwaynikh;Anbar;Iraq;Clear weather;wooded area;ND;
8-jan-15;18:18;;38SKC 711 656;34,00607869;42,52144305;CAS;Approximately 0.5nm east of As Suwaynikh;Anbar;Iraq;Clear weather;wooded area;ND;
8-jan-15;19:17;;37SGU 056 127;34,43535559;41,23763953;CAS;Approximately 100m east of the village Mish�Al ;Al Anbar ;Iraq;Clear weather;flat open terrain;ND;
8-jan-15;18:14;;38SKC 711 656;34,00607869;42,52144305;CAS;Approximately 0.5nm east of As Suwaynikh;Anbar;Iraq;Clear weather;wooded area;ND;
8-jan-15;18:14;;38SKC 711 656;34,00607869;42,52144305;CAS;Approximately 0.5nm east of As Suwaynikh;Anbar;Iraq;Clear weather;wooded area;ND;
9-jan-15;18:35;;38SLE 514 716;35,87738459;43,35384303;CAS;Approximately 30nm south of Mosul;Erbil ;Iraq;Clouds 2-6km;flat open terrain;ND;
9-jan-15;18:35;;38SLE 541 705;35,86787691;43,38394362;CAS;Approximately 30nm south of Mosul;Erbil ;Iraq;Clouds 2-6km;flat open terrain;ND;
9-jan-15;19:10;;38SLE 548 704;35,86707969;43,39171261;CAS;Approximately 30nm south of Mosul;Erbil ;Iraq;Clouds 2-6km;flat open terrain;ND;
10-jan-15;21:46;;37SGA 567 238;36,32506181;41,8596093;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
10-jan-15;21:46;;37SGA 567 238;36,32506181;41,8596093;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
10-jan-15;21:54;;37SGA 567 238;36,32506181;41,8596093;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
11-jan-15;20:52;;38SLD 621 649;34,91719168;43,49037459;CAS;Bayji;Salah al-Din;Iraq;Clear weather;flat open terrain;ND;
11-jan-15;20:57;;38SLD 621 649;34,91719168;43,49037459;CAS;Bayji;Salah al-Din;Iraq;Clear weather;flat open terrain;ND;
14-jan-15;02:45;;38SKC 717 651;34,00170415;42,52806522;CAS;Approximately 13nm NNE of Al Assad AB;Al Anbar;Iraq;Clear weather;flat open terrain;ND;
14-jan-15;02:44;;38SKC 717 651;34,00170415;42,52806522;CAS;Approximately 13nm NNE of Al Assad AB;Al Anbar;Iraq;Clear weather;flat open terrain;ND;
16-jan-15;05:18;;38SMC 250 230;33,64419994;44,19122007;CAS;Approximately 20nm northwest of Baghdad village;Baghdad ;Iraq;Clear weather;urban area;ND;
16-jan-15;05:18;;38SMC 250 230;33,64419994;44,19122007;CAS;Approximately 20nm northwest of Baghdad village;Baghdad ;Iraq;Clear weather;urban area;ND;
17-jan-15;06:24;;37SGA 571 235;36,32225391;41,86396131;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
17-jan-15;05:12;;37SGA 556 236;36,3235534;41,84730354;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
17-jan-15;05:12;;37SGA 545 232;36,32024282;41,8349329;CAS;Sinjar ;Ninewa ;Iraq;Clear weather;urban area;ND;
20-jan-15;05:35;;38SKF 759 445;36,51963625;42,49723666;CAS;As-Salihiyah ;Ninewa ;Iraq;Clear weather;urban area;ND;
20-jan-15;06:08;;38SKF 756 444;36,51866527;42,4939182;CAS;As-Salihiyah ;Ninewa ;Iraq;Clear weather;urban area;ND;
20-jan-15;06:23;;38SKF 758 447;36,52141413;42,49606274;CAS;As-Salihiyah ;Ninewa ;Iraq;Clear weather;urban area;ND;
20-jan-15;07:12;;38SKF 758 447;36,52141413;42,49606274;CAS;As-Salihiyah ;Ninewa ;Iraq;Clear weather;urban area;ND;
20-jan-15;07:48;;38SKF 761 445;36,51968309;42,49946834;CAS;As-Salihiyah ;Ninewa ;Iraq;Clear weather;urban area;ND;
21-jan-15;00:59;;38SKF 964 456;36,53412856;42,72572043;AI;Approximately 20nm northwest of Mosul;Ninewa ;Iraq;Clear weather;flat open terrain;ND;
21-jan-15;00:59;;38SKF 964 456;36,53412856;42,72572043;AI;Approximately 20nm northwest of Mosul;Ninewa ;Iraq;Clear weather;flat open terrain;ND;
21-jan-15;01:00;;38SLF 146 478;36,55765198;42,92836533;AI;Approximately 20nm northwest of Mosul;Ninewa ;Iraq;Clear weather;flat open terrain;ND;
21-jan-15;06:55;;38SLF 324 458;36,54292097;43,12759377;CAS;10nm north and 20nm northwest of Mosul village;NINAWAH ;Iraq;Clear weather;flat open terrain;ND;
21-jan-15;05:27;;38SKF 982 468;36,54531997;42,74549891;CAS;Tall adh Dahab;Mosul ;Iraq;Clear weather;urban area;ND;
21-jan-15;05:35;;38SKF 982 468;36,54531997;42,74549891;CAS;Tall adh Dahab;Mosul ;Iraq;Clear weather;urban area;ND;
21-jan-15;07:50;;38SKF 972 435;36,51538162;42,73520214;CAS;10nm north and 20nm northwest of Mosul village;NINAWAH ;Iraq;Clear weather;flat open terrain;ND;
23-jan-15;08:48;;38SKF 911 393;36,47623671;42,66826489;CAS;Approximately 20nm west of Mosul;NINAWAH ;Iraq;Clear weather;urban area;ND;
26-jan-15;14:46;;38SLB 884 902;33,34520903;43,80068432;AI;Approximately 1nm southeast of Fallujah;Anbar ;Iraq;SCT/BKN;flat open terrain;ND;
26-jan-15;14:46;;38SLB 884 902;33,34520903;43,80068432;AI;Approximately 1nm southeast of Fallujah;Anbar ;Iraq;SCT/BKN;flat open terrain;ND;
26-jan-15;14:47;;38SLB 884 902;33,34520903;43,80068432;AI;Approximately 1nm southeast of Fallujah;Anbar ;Iraq;SCT/BKN;flat open terrain;ND;
26-jan-15;14:47;;38SLB 884 902;33,34520903;43,80068432;AI;Approximately 1nm southeast of Fallujah;Anbar ;Iraq;SCT/BKN;flat open terrain;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
28-jan-15;11:15;;38SLF 317 194;36,30492202;43,12550579;AI;Mosul;Ninewa;Iraq;BKN 050-200;Urban Area;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;06:09;;38SKF 707 427;36,50219287;42,43974891;AI;Approximately 7nm north of Tall �Afar village;Ninewa;Iraq;Clear weather with solid undercast fog layer SFC- 300�AGL;;ND;
30-jan-15;18:35;;38SLE 632 896;36,04133571;43,48141464;CAS;west of Al-Quwayr;Ninewa;Iraq;Cloudy;flat open terrain;ND;
30-jan-15;16:07;;38SLF 189 450;36,53325043;42,9770432;CAS;approximately 10nm North-west of Mosul;Ninewa;Iraq;Cloudy;flat open terrain;ND;
30-jan-15;16:37;;38SLF 174 404;36,49152164;42,96138483;CAS;approximately 10nm North-west of Mosul;Ninewa;Iraq;Cloudy;flat open terrain;ND;
31-jan-15;11:02;;37SFU 834 080;34,39717745;40,9951571;AI;Al Qa�im village;Al Anbar ;Iraq;Clear weather;urban area;ND;
31-jan-15;11:02;;37SFU 834 080;34,39717745;40,9951571;AI;Al Qa�im village;Al Anbar ;Iraq;Clear weather;urban area;ND;
31-jan-15;11:02;;37SFU 834 080;34,39717745;40,9951571;AI;Al Qa�im village;Al Anbar ;Iraq;Clear weather;urban area;ND;
31-jan-15;11:02;;37SFU 834 080;34,39717745;40,9951571;AI;Al Qa�im village;Al Anbar ;Iraq;Clear weather;urban area;ND;
31-jan-15;14:06;;38SME 207 256;35,47074556;44,12595053;CAS;Mulla abd Allah;Kirkuk ;Iraq;Clear weather;urban area;ND;
31-jan-15;17:08;;38SKF 980 389;36,47411318;42,74533206;CAS;Approximately 4nm east of Kisik village;Ninawah ;Iraq;Clear weather;flat open terrain;ND;
1-feb-15;15:11;;38SME 230 172;35,39519372;44,15209308;CAS;Approximately 3nm west of Al Kadhliyah village;Kirkuk ;Iraq;Clear weather;flat open terrain;ND;
1-feb-15;15:11;;38SME 230 172;35,39519372;44,15209308;CAS;Approximately 3nm west of Al Kadhliyah village;Kirkuk ;Iraq;Clear weather;flat open terrain;ND;
3-feb-15;17:33;;38SLF 270 249;36,35364677;43,07196339;AI;Mosul;Ninewa ;Iraq;Broken clouds;urban area;ND;
3-feb-15;17:33;;38SLF 270 249;36,35364677;43,07196339;AI;Mosul;Ninewa ;Iraq;Broken clouds;urban area;ND;
3-feb-15;17:33;;38SLF 270 249;36,35364677;43,07196339;AI;Mosul;Ninewa ;Iraq;Broken clouds;urban area;ND;
4-feb-15;18:15;18:28;38SKF 884 311;36,40178178;42,64038901;AI;Approximately 10nm east of Tall �Afar village ;Ninawah ;Iraq;Clear weather;flat open terrain;ND;
4-feb-15;18:15;18:28;38SKF 884 311;36,40178178;42,64038901;AI;Approximately 10nm east of Tall �Afar village ;Ninawah ;Iraq;Clear weather;flat open terrain;ND;
4-feb-15;18:15;18:28;38SKF 884 311;36,40178178;42,64038901;AI;Approximately 10nm east of Tall �Afar village ;Ninawah ;Iraq;Clear weather;flat open terrain;ND;
4-feb-15;18:15;18:28;38SKF 884 311;36,40178178;42,64038901;AI;Approximately 10nm east of Tall �Afar village ;Ninawah ;Iraq;Clear weather;flat open terrain;ND;
7-feb-15;10:09;;38SLF 270 243;36,34824059;43,07209673;AI;On the west side of Mosul city;Ninawah ;Iraq;Clear weather;flat urban terrain;ND;
7-feb-15;10:09;;38SLF 270 243;36,34824059;43,07209673;AI;On the west side of Mosul city;Ninawah ;Iraq;Clear weather;flat urban terrain;ND;
7-feb-15;10:09;;38SLF 270 243;36,34824059;43,07209673;AI;On the west side of Mosul city;Ninawah ;Iraq;Clear weather;flat urban terrain;ND;
7-feb-15;10:09;;38SLF 270 243;36,34824059;43,07209673;AI;On the west side of Mosul city;Ninewah;Iraq;Clear weather;flat urban terrain;ND;
8-feb-15;23:35;;38SME 241 159;35,38355746;44,1643258;AI;5nm southwest of Kirkuk city;Tarheem;Iraq;Broken clouds;Flat open;ND;
8-feb-15;23:35;;38SME 241 159;35,38355746;44,1643258;AI;5nm southwest of Kirkuk city;Tarheem;Iraq;Broken clouds;Flat open;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
9-feb-15;05:29;;38SLE 892 096;35,32349544;43,78098906;AI;10nm southwest of Kirkuk city;Tarheem;Iraq;Clear weather;Urban area;ND;
21-feb-15;06:12;;38SLF 259 409;36,4976101;43,05611882;AI;Approximately 9nm northwest of Mosul city ;Ninawah;Iraq;Marginal weather;;ND;
21-feb-15;06:12;;38SLF 259 409;36,4976101;43,05611882;AI;Approximately 9nm northwest of Mosul city ;Ninawah;Iraq;Marginal weather;;ND;
21-feb-15;06:12;;38SLF 259 409;36,4976101;43,05611882;AI;Approximately 9nm northwest of Mosul city ;Ninawah;Iraq;Marginal weather;;ND;
21-feb-15;06:12;;38SLF 259 409;36,4976101;43,05611882;AI;Approximately 9nm northwest of Mosul city ;Ninawah;Iraq;Marginal weather;;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;07:36;;38SKC 719 518;33,88190648;42,53368942;CAS;Approximately 7nm NE of Al Assad AB;Al Anbar;Iraq;Clear weather;open area next to river;ND;
22-feb-15;10:26;;38SKC 709 519;33,88259071;42,52285979;CAS;Approximately 6.5nm NE of Al Assad AB;Al Anbar;Iraq;Clear weather;Buildup area;ND;
22-feb-15;10:26;;38SKC 709 519;33,88259071;42,52285979;CAS;Approximately 6.5nm NE of Al Assad AB;Al Anbar;Iraq;Clear weather;Buildup area;ND;
22-feb-15;10:34;;38SKC 709 519;33,88259071;42,52285979;CAS;Approximately 6.5nm NE of Al Assad AB;Al Anbar;Iraq;Clear weather;Buildup area;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
22-feb-15;21:08;21:09;38SLF 210 278;36,37867805;43,00446371;AI;Approximately 6nm northwest of Mosul;Ninewa;Iraq;Clear weather;flat open terrain along major highway;ND;
